,filename,IOU
56,Screenshot-2024-06-14-at-9-46-39-PM-10-01-54-PM_png.rf.5c4b74f7ee38e5b843ccb8cb2debf176.jpg,0.991
57,Screenshot-2024-06-15-at-5-42-51-PM_png.rf.58092471d33c4b17f53fc8b87f37a1db.jpg,0.961
58,WhatsApp-Image-2024-06-14-at-20-37-28_jpeg.rf.51ffbfee4ec796f2e2a57535ba99f00f.jpg,0.993
59,19_png.rf.57dff13ebd88e6d9a8d729c04d41fabe.jpg,0.933
60,Screenshot-2024-06-14-at-9-47-40-PM-10-01-54-PM_png.rf.57231ff4db30edd1fbd66c19e723883a.jpg,0.919
61,Screenshot-2024-06-14-at-6-32-12-PM_png.rf.56cb87fef1f841574d22bc9cb9c1b6d6.jpg,0.663
62,14_png.rf.68077f1f7546997edcd245065f9bde94.jpg,0.931
63,Screenshot-2024-06-14-at-9-47-23-PM-10-01-54-PM_png.rf.4c8ce9bf2c5218921cffa03bbf849e7b.jpg,0.971
64,Screenshot-2024-06-14-at-9-46-13-PM_png.rf.623e97c09b690263216d215fdd7c5c5c.jpg,0.986
65,Screenshot-2024-06-15-at-5-41-35-PM_png.rf.6ab009bf4f93e206c59411e5899a2961.jpg,0.95
66,Screenshot-2024-06-14-at-9-47-03-PM_png.rf.6b66f78d86d3602c02eb77a97b744c95.jpg,0.988
67,Screenshot-2024-06-14-at-9-46-09-PM_png.rf.66b938815c85cf894e231838638544bc.jpg,0.983
68,Screenshot-2024-06-15-at-5-41-48-PM_png.rf.67d92e0ee6c0889de3a1206efb373f60.jpg,0.957
69,9_png.rf.605b392ed0bcbbf8d321de8a47b7e667.jpg,0.957
70,WhatsApp-Image-2024-06-14-at-21-16-28_jpeg.rf.6e20a8b434587a3a290cac6b43ca601f.jpg,0.861
71,Screenshot-2024-06-15-at-5-42-05-PM_png.rf.79f413b3798f38b7e04e65c6876ff973.jpg,0.964
72,Screenshot-2024-06-14-at-9-47-50-PM-10-01-54-PM_png.rf.6ba1ae0cc9849a295ed91d2955b68e36.jpg,0.898
73,Screenshot-2024-06-14-at-9-46-09-PM_png.rf.81f424abce2498e20a548b66a7c675ae.jpg,0.982
74,WhatsApp-Image-2024-06-14-at-21-02-58_jpeg.rf.791ee28ad503e8405b362058015e671d.jpg,0.977
75,6_png.rf.735a19a12d19ae6fda5119b89133c42b.jpg,0.974
76,Screenshot-2024-06-14-at-9-47-23-PM-10-01-54-PM_png.rf.7998b9dfcfb1e28a3b64160a3fef233a.jpg,0.968
77,Screenshot-2024-06-14-at-9-47-50-PM-10-01-54-PM_png.rf.7c5470f52e8abeefd7c2e0c0a3885f58.jpg,0.898
78,20_png.rf.84b4f4f9f644231ffd43baa70e5c9b61.jpg,0.857
79,WhatsApp-Image-2024-06-14-at-20-35-19_jpeg.rf.823ef87c673e70ce04aeec4a49236831.jpg,0.992
80,WhatsApp-Image-2024-06-14-at-21-14-28_jpeg.rf.7161461560b6e573cb8e2325f9e38942.jpg,0.471
81,Screenshot-2024-06-14-at-9-47-03-PM_png.rf.7b01825f762b1c224faf3000ea2edcb9.jpg,0.985
82,Screenshot-2024-06-14-at-6-32-06-PM_png.rf.8aa5f7138780a8a2ca3ee52a2d75f22d.jpg,0.649
83,4_png.rf.85bf55638deaa8a5b2f987274b564f36.jpg,0.891
84,1_png.rf.82375c04f44db793ecd932521e3e7277.jpg,0.982
85,Screenshot-2024-06-15-at-5-41-07-PM_png.rf.795b534dc7d5e59c151d382cba4f659c.jpg,0.975
86,Screenshot-2024-06-14-at-9-47-19-PM_png.rf.598a1d5a70ec009f0f05b7c2ca5b5d0a.jpg,0.98
87,2_png.rf.76958718cf770a87ff1b3f3bfd8e9a31.jpg,0.976
88,Screenshot-2024-06-14-at-9-47-21-PM_png.rf.8c75310d73c2e7727a06eccaa99ee92e.jpg,0.984
89,WhatsApp-Image-2024-06-14-at-20-09-54_jpeg.rf.8746131e9f0e5b94c956201732420294.jpg,0.949
90,WhatsApp-Image-2024-06-14-at-20-35-07_jpeg.rf.6ef710639d926924f31b048984de021b.jpg,0.966
91,WhatsApp-Image-2024-06-14-at-21-16-28_jpeg.rf.71745a73fef266f89d1de3f9cb686293.jpg,0.863
92,Screenshot-2024-06-14-at-9-47-00-PM-10-01-54-PM_png.rf.7b42eee4de37ac19f1184fc0cc82ebae.jpg,0.977
93,16_png.rf.908943c6d0466cf57f1bf4a04de20d78.jpg,0.853
94,Screenshot-2024-06-15-at-5-41-48-PM_png.rf.87f54c02cd85e80095a39d9d4fe8f662.jpg,0.961
95,Screenshot-2024-06-15-at-5-42-17-PM_png.rf.86598ad6ad0c19ba886e5c86ac488539.jpg,0.971
96,Screenshot-2024-06-15-at-5-41-07-PM_png.rf.833bceea65f775b3605426922ac07f9d.jpg,0.978
97,Screenshot-2024-06-14-at-9-46-42-PM_png.rf.8ad9b9fbc774ed0927cb1c6fb3c61ec7.jpg,0.962
98,Screenshot-2024-06-14-at-9-46-13-PM_png.rf.98f7b8d7c436e135462ca60a4dd12afa.jpg,0.987
99,19_png.rf.9ace6ac8af4595594e348878af0c71b1.jpg,0.934
100,Screenshot-2024-06-14-at-6-32-06-PM_png.rf.98f868405b3dc4f20745a7e4450b9af4.jpg,0.651
101,Screenshot-2024-06-14-at-9-47-21-PM_png.rf.a58210cbd124096b5ef2f9c77bc22097.jpg,0.984
102,WhatsApp-Image-2024-06-14-at-20-37-28_jpeg.rf.96ee252088df4703de9f62c4c6342ac0.jpg,0.995
103,9_png.rf.a25a287aece47f584cd84de938ec6eb4.jpg,0.957
104,7_png.rf.a7caf07ac7da1d940d75c8bdd349419d.jpg,0.954
105,WhatsApp-Image-2024-06-14-at-21-02-22_jpeg.rf.a2ee2644871837598050eae49fb3d4eb.jpg,0.967
106,Screenshot-2024-06-15-at-5-42-38-PM_png.rf.a4934503a85a58a30e2b5bce020d96ec.jpg,0.971
107,14_png.rf.accb478dd06dc92c8ab056bda83a7f2d.jpg,0.937
108,Screenshot-2024-06-14-at-6-32-06-PM_png.rf.b17d56595f03175dc0a4511b52f25617.jpg,0.649
109,WhatsApp-Image-2024-06-14-at-21-03-54_jpeg.rf.9c78e9e57815b19b5f48405452476a6d.jpg,0.834
110,Screenshot-2024-06-14-at-9-47-08-PM-10-01-54-PM_png.rf.b1ab183c65fc5164398853e52be9967a.jpg,0.977
111,Screenshot-2024-06-14-at-9-47-21-PM_png.rf.b3f826150632d04e61024d5835a38cde.jpg,0.986
112,Screenshot-2024-06-15-at-5-41-26-PM_png.rf.a0c3b6aa370854a2020b15eae81a2a5f.jpg,0.928
113,Screenshot-2024-06-15-at-5-41-59-PM_png.rf.a08da8581b262489e1ab2dcc376d71fa.jpg,0.983
114,Screenshot-2024-06-14-at-9-47-11-PM_png.rf.9998cd415facd8806e0a8985262074e0.jpg,0.982
115,Screenshot-2024-06-15-at-5-41-26-PM_png.rf.ad51ce25d517657ceefc89a8bd2f257f.jpg,0.933
116,Screenshot-2024-06-14-at-9-47-11-PM_png.rf.9dbe1a8762537900a864bff96e5e2030.jpg,0.98
117,WhatsApp-Image-2024-06-14-at-21-02-22_jpeg.rf.a36ce703ef668bb675c83c2e2ce99b9a.jpg,0.969
118,Screenshot-2024-06-14-at-9-47-23-PM-10-01-54-PM_png.rf.a3acb3e78a9f92c76c59ba00958bda40.jpg,0.97
119,Screenshot-2024-06-15-at-12-02-32-PM_png.rf.b71d6b3aa83c58c4721b6189e17109a9.jpg,0.549
120,Screenshot-2024-06-14-at-9-46-13-PM_png.rf.a4aae991c69c2159505339857d1b241f.jpg,0.984
121,Screenshot-2024-06-14-at-6-32-12-PM_png.rf.b9b61edc2724d96f7f0582a73bf39267.jpg,0.651
122,Screenshot-2024-06-14-at-9-46-46-PM_png.rf.b88c16216e7644c2ad05d67b68b82121.jpg,0.97
123,Screenshot-2024-06-14-at-9-46-09-PM_png.rf.b6c27469e3e5588c7ee853b95bd61566.jpg,0.987
124,Screenshot-2024-06-15-at-5-42-38-PM_png.rf.9fe530a842e3ed8cb90af0c3f11fbd23.jpg,0.977
125,Screenshot-2024-06-14-at-9-46-42-PM_png.rf.9e7ac41045a7ceae22ff46d753262e37.jpg,0.954
126,Screenshot-2024-06-14-at-6-32-54-PM_png.rf.b82b72122862760ca71bf90e9ef87ee7.jpg,0.979
127,Screenshot-2024-06-14-at-6-32-44-PM_png.rf.c3a89866ffd8684732b9a972641a1bb5.jpg,0.525
128,Screenshot-2024-06-14-at-9-47-40-PM-10-01-54-PM_png.rf.c8cb44ad3959f156b4338eb0c2bbf7fb.jpg,0.918
129,WhatsApp-Image-2024-06-14-at-21-11-26_jpeg.rf.d522483028da163f34706f1a70c72fb8.jpg,0.808
130,WhatsApp-Image-2024-06-14-at-21-05-56_jpeg.rf.c9fe5b94324eceaee3956e3e6b016656.jpg,0.808
131,19_png.rf.bb197d85aa31056b85d7237c4bd8700a.jpg,0.927
132,Screenshot-2024-06-14-at-9-47-08-PM-10-01-54-PM_png.rf.cbfa5b895927c37291ea959cf2f24e73.jpg,0.964
133,16_png.rf.b5519567cb94c9357e60678d9c16ae52.jpg,0.856
134,13_png.rf.c550f367ecbd8ec12ca80cdc66dd94db.jpg,0.973
135,WhatsApp-Image-2024-06-14-at-21-14-28_jpeg.rf.d4750e0882a294eb5e45570a91b573c4.jpg,0.476
136,WhatsApp-Image-2024-06-14-at-21-14-28_jpeg.rf.c6d07a9d3291f9e98ef510e496220d4e.jpg,0.476
137,WhatsApp-Image-2024-06-14-at-21-02-22_jpeg.rf.db4e9051f129c9a8620af45835e3d15f.jpg,0.961
138,Screenshot-2024-06-15-at-5-41-48-PM_png.rf.c1c110b045bb245bbfae9acfcbadf966.jpg,0.957
139,20_png.rf.c700bf51c44ddf63092487d9d3f95aa5.jpg,0.857
140,Screenshot-2024-06-14-at-9-47-00-PM-10-01-54-PM_png.rf.d637aa0b77f21cb15c7625bc70c79fe5.jpg,0.976
141,WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.bb5c1f106d946e95114b6e72f02b0924.jpg,0.936
142,WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.bb5c1f106d946e95114b6e72f02b0924.jpg,0.961
143,Screenshot-2024-06-15-at-5-43-07-PM_png.rf.ca0f1eda873ef1af6add89cc2ed442c0.jpg,0.957
144,Screenshot-2024-06-15-at-5-42-05-PM_png.rf.db1f5e481eeb0ec1b70fd9dfe7a5a67b.jpg,0.954
145,Screenshot-2024-06-15-at-5-43-07-PM_png.rf.bdba528eb4ac324b1e0c2b06edd0c93f.jpg,0.957
146,Screenshot-2024-06-15-at-5-42-38-PM_png.rf.c446c3d0aea786835d3cc9d063fa1a18.jpg,0.978
147,WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.d7c5c84ef35d4b0421df66e289844531.jpg,0.93
148,WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.d7c5c84ef35d4b0421df66e289844531.jpg,0.954
149,WhatsApp-Image-2024-06-14-at-21-05-56_jpeg.rf.bfcdecedb5595b3121b8f3b7b8202d7e.jpg,0.802
150,WhatsApp-Image-2024-06-14-at-20-35-19_jpeg.rf.c5f39e95ba47b2dddc4fc0a3ff635a24.jpg,0.99
151,12_png.rf.e42206e3aad3ce23e7dd4b50d4ae7931.jpg,0.971
152,Screenshot-2024-06-15-at-5-42-05-PM_png.rf.c9a0e4cf6b56c18224aaaad92de0d96f.jpg,0.958
153,11_png.rf.e382e78a08079b7ea999737bf0f733d0.jpg,0.988
154,Screenshot-2024-06-14-at-6-32-44-PM_png.rf.bb4699ebbf9250f97854bc78bbce205a.jpg,0.544
155,3_png.rf.e163efcc73c4ba710127e8713947acf9.jpg,0.975
156,12_png.rf.df008228dd9217fa8ed2d7e7dc15b124.jpg,0.971
157,15_png.rf.e41f7acd91e32bd0f9b1d50a5191e795.jpg,0.763
158,WhatsApp-Image-2024-06-14-at-20-35-07_jpeg.rf.dfebc4e8bea6fb87b3c21717054bbd05.jpg,0.962
159,Screenshot-2024-06-15-at-12-02-32-PM_png.rf.dd73ac7319c3ce5e627a21e58124968a.jpg,0.547
160,Screenshot-2024-06-14-at-9-47-40-PM-10-01-54-PM_png.rf.df7c4f7bd50f69eca0de92d88c639e77.jpg,0.908
161,Screenshot-2024-06-15-at-5-42-17-PM_png.rf.e048366b69bed41c9752a3f4584e7f64.jpg,0.977
162,Screenshot-2024-06-14-at-9-47-11-PM_png.rf.bb887de1801dff5bd94a0218165c8c3c.jpg,0.978
163,3_png.rf.def439288d26395e7e7a7afe86c21c14.jpg,0.975
164,WhatsApp-Image-2024-06-14-at-20-09-54_jpeg.rf.ec53166b7e4160b04cd3cf5c4b3befc4.jpg,0.948
165,Screenshot-2024-06-14-at-6-31-59-PM_png.rf.ec97294eb56ecd6e535d6fcc629cd67a.jpg,0.642
166,Screenshot-2024-06-14-at-9-47-19-PM_png.rf.e7ecc51d90397334f26c1bc269071ff1.jpg,0.98
167,WhatsApp-Image-2024-06-14-at-20-35-19_jpeg.rf.e53cdc2832feec9392b88a0943d6f24f.jpg,0.997
168,15_png.rf.e8f562c88ffffef8863557a583746495.jpg,0.791
169,1_png.rf.f42e748c56cd2f2c2d0a58c5d235ed56.jpg,0.983
170,18_png.rf.e64d5ea8bc83a8089c91b6e4a06acba6.jpg,0.969
171,2_png.rf.e0009a4e9b4fe2f142388d58330679e2.jpg,0.968
172,4_png.rf.ea8fe2c984458f61e42fcd3c4faa7d16.jpg,0.984
173,17_png.rf.f5cd1e22e87b4fff5d16f29e0e452a7c.jpg,0.996
174,Screenshot-2024-06-15-at-5-41-07-PM_png.rf.ee6908fb5b9c9885aa67db2fc895dc04.jpg,0.977
175,9_png.rf.f4622e03c7dc71c2c6a0afd469769467.jpg,0.956
176,WhatsApp-Image-2024-06-14-at-21-02-58_jpeg.rf.e88190435a4ba24793174f3bbe0d3085.jpg,0.978
177,Screenshot-2024-06-15-at-5-42-17-PM_png.rf.f27c857714e30c1b7c4e41b9bec7dcb0.jpg,0.97
178,Screenshot-2024-06-14-at-6-32-12-PM_png.rf.ef934a50978f09e45122e6ad71b99ed5.jpg,0.664
179,Screenshot-2024-06-14-at-9-47-18-PM-10-01-54-PM_png.rf.e4e265d2ede20f83cd9b8acda8589a1f.jpg,0.973
180,17_png.rf.f016d751e9e9a774acdad9f550e60960.jpg,0.978
181,Screenshot-2024-06-14-at-6-32-54-PM_png.rf.ed8781067f323e43c5274965c1a19e32.jpg,0.979
182,Screenshot-2024-06-14-at-6-32-59-PM_png.rf.f41bc4183f2efb1c14d7e4a816a633d6.jpg,0.727
183,6_png.rf.f62c366b6d8c9b73c0572d503090b294.jpg,0.969
