,filename,class,xmin,ymin,xmax,ymax
16,Screenshot-2024-06-14-at-9-47-18-PM-10-01-54-PM_png.rf.049c6225d4351f02e366c3fc7b077c88.jpg,window,241,334,1171,1005
17,Screenshot-2024-06-14-at-6-32-54-PM_png.rf.081db5dc20c16b005593f3e234caa10f.jpg,window,714,191,1587,986
18,11_png.rf.231e6b923344cc150549fc8ab10a4510.jpg,window,791,1,1920,706
19,Screenshot-2024-06-15-at-5-42-51-PM_png.rf.227d57acec94269c00a22b77051bf1e3.jpg,window,529,112,1338,848
20,1_png.rf.26f1b985923ab4616fefbcfe7b00fd60.jpg,window,661,0,1774,888
21,WhatsApp-Image-2024-06-14-at-21-16-28_jpeg.rf.2b60004a094e33fbcf1c186c5fcdced8.jpg,window,2,2,1920,1025
22,4_png.rf.319993070cc401bdc1a53f795b45bd40.jpg,window,23,10,1156,904
23,Screenshot-2024-06-14-at-6-32-59-PM_png.rf.442e3628663a75bde42b66126dbdeda5.jpg,window,180,106,1059,914
24,14_png.rf.220368d2f6cb1b1bc466f2c1a71091a0.jpg,window,774,6,1895,1015
25,WhatsApp-Image-2024-06-14-at-20-35-07_jpeg.rf.3fddcccf7fede8442db1b332712f4173.jpg,window,649,1,1920,709
26,WhatsApp-Image-2024-06-14-at-21-05-56_jpeg.rf.3d079e0eacb881a1302c69d5c5d3051c.jpg,window,51,61,1839,901
27,WhatsApp-Image-2024-06-14-at-21-03-54_jpeg.rf.299f12d3f5a0bd4d72cf453ee5f779da.jpg,window,57,49,1833,907
28,Screenshot-2024-06-14-at-6-32-44-PM_png.rf.4708e5786f8df18e8fc4f27db9dd2743.jpg,window,354,142,1585,944
29,3_png.rf.307758fa72f2c1823d2a7fe2fa8bd7d0.jpg,window,767,16,1896,924
30,Screenshot-2024-06-15-at-5-41-35-PM_png.rf.3af1a6fc105788a408539d5fa9973082.jpg,window,1015,93,1668,988
31,Screenshot-2024-06-14-at-9-47-18-PM-10-01-54-PM_png.rf.3ed4782146de6e3e2f92c99b829479c5.jpg,window,241,334,1171,1005
32,WhatsApp-Image-2024-06-14-at-21-11-26_jpeg.rf.3d38282e71201d63b299b32be5c1e9b9.jpg,window,77,98,1893,1009
33,Screenshot-2024-06-14-at-9-47-03-PM_png.rf.453ecb6aaeac4c234c5dfb78e22edc9c.jpg,window,163,164,923,1012
34,20_png.rf.3663e6c2b7c28562ef576d3ef8df0767.jpg,window,0,0,1920,1016
35,11_png.rf.32168601569723d4d230da64f30a9c12.jpg,window,791,1,1920,706
36,Screenshot-2024-06-14-at-9-47-50-PM-10-01-54-PM_png.rf.3b5df73823ea15d9d0544834141e4ed6.jpg,window,295,79,1746,996
37,Screenshot-2024-06-15-at-5-41-26-PM_png.rf.4bf29a2ce132cd1d92a476e18a52c62f.jpg,window,707,96,1675,961
38,WhatsApp-Image-2024-06-14-at-21-02-58_jpeg.rf.4bb35829ccceb3b6d9c5d577dd8b8194.jpg,window,62,54,1407,763
39,Screenshot-2024-06-15-at-5-41-35-PM_png.rf.31cfd1d2494f4972c3dc1748c7ecc11a.jpg,window,1015,93,1668,988
40,18_png.rf.42fbbda573327e90629e4f705c0113ec.jpg,window,12,1,1139,712
41,WhatsApp-Image-2024-06-14-at-20-09-54_jpeg.rf.396f47cf1629fe9c058a003c94a3a6b6.jpg,window,319,108,1667,918
42,Screenshot-2024-06-15-at-5-43-07-PM_png.rf.2ff2e60bdb19f4b3a03577fbef613240.jpg,window,525,119,1398,1053
43,Screenshot-2024-06-14-at-9-46-39-PM-10-01-54-PM_png.rf.471611a335377f9e28003edd024ba7e0.jpg,window,139,201,1048,966
44,16_png.rf.3c80871c33bcefbf514b4173ddbd8309.jpg,window,2,1,1920,1008
45,Screenshot-2024-06-14-at-9-47-00-PM-10-01-54-PM_png.rf.5343b2dd8d624912a0d1b64e8514c59a.jpg,window,452,119,1227,964
46,Screenshot-2024-06-15-at-5-41-59-PM_png.rf.65030f1aded1996010778926dfbbde36.jpg,window,746,52,1721,761
47,Screenshot-2024-06-14-at-6-31-59-PM_png.rf.5ade9be0c8ef273d1be85c4f251dbc47.jpg,window,163,315,1016,1017
48,13_png.rf.4c58fb390f766eaf382b80fcf7161377.jpg,window,773,293,1899,998
49,WhatsApp-Image-2024-06-14-at-20-37-28_jpeg.rf.62e40151eb712c08f31c49eab56942a5.jpg,window,0,1,1302,1021
50,Screenshot-2024-06-15-at-5-41-59-PM_png.rf.612b6bebb66000dcaa356dcd21b8944f.jpg,window,746,52,1721,761
51,13_png.rf.4ccbe5bbdd734b8373b43164cb442fe3.jpg,window,773,293,1899,998
52,Screenshot-2024-06-14-at-9-47-08-PM-10-01-54-PM_png.rf.4cb801d75577b95f7255d5fc28e118d6.jpg,window,938,243,1710,908
53,18_png.rf.5357e58021ea960231b6972d714288a6.jpg,window,12,1,1139,712
54,Screenshot-2024-06-14-at-9-46-42-PM_png.rf.63605ed467b63500acf909a1ce94fe94.jpg,window,793,268,1702,1002
55,15_png.rf.5d1e53e4aa997487e10afe042af1200a.jpg,window,5,0,1911,1022
56,Screenshot-2024-06-14-at-9-46-39-PM-10-01-54-PM_png.rf.5c4b74f7ee38e5b843ccb8cb2debf176.jpg,window,139,201,1048,966
57,Screenshot-2024-06-15-at-5-42-51-PM_png.rf.58092471d33c4b17f53fc8b87f37a1db.jpg,window,529,112,1338,848
58,WhatsApp-Image-2024-06-14-at-20-37-28_jpeg.rf.51ffbfee4ec796f2e2a57535ba99f00f.jpg,window,0,1,1302,1021
59,19_png.rf.57dff13ebd88e6d9a8d729c04d41fabe.jpg,window,965,0,1920,1026
60,Screenshot-2024-06-14-at-9-47-40-PM-10-01-54-PM_png.rf.57231ff4db30edd1fbd66c19e723883a.jpg,window,209,164,1648,1032
61,Screenshot-2024-06-14-at-6-32-12-PM_png.rf.56cb87fef1f841574d22bc9cb9c1b6d6.jpg,window,854,41,1697,1029
62,14_png.rf.68077f1f7546997edcd245065f9bde94.jpg,window,774,6,1895,1015
63,Screenshot-2024-06-14-at-9-47-23-PM-10-01-54-PM_png.rf.4c8ce9bf2c5218921cffa03bbf849e7b.jpg,window,706,120,1606,793
64,Screenshot-2024-06-14-at-9-46-13-PM_png.rf.623e97c09b690263216d215fdd7c5c5c.jpg,window,990,28,1744,1008
65,Screenshot-2024-06-15-at-5-41-35-PM_png.rf.6ab009bf4f93e206c59411e5899a2961.jpg,window,1015,93,1668,988
66,Screenshot-2024-06-14-at-9-47-03-PM_png.rf.6b66f78d86d3602c02eb77a97b744c95.jpg,window,163,164,923,1012
67,Screenshot-2024-06-14-at-9-46-09-PM_png.rf.66b938815c85cf894e231838638544bc.jpg,window,720,150,1742,1015
68,Screenshot-2024-06-15-at-5-41-48-PM_png.rf.67d92e0ee6c0889de3a1206efb373f60.jpg,window,406,49,1321,1029
69,9_png.rf.605b392ed0bcbbf8d321de8a47b7e667.jpg,window,748,6,1864,888
70,WhatsApp-Image-2024-06-14-at-21-16-28_jpeg.rf.6e20a8b434587a3a290cac6b43ca601f.jpg,window,2,2,1920,1025
71,Screenshot-2024-06-15-at-5-42-05-PM_png.rf.79f413b3798f38b7e04e65c6876ff973.jpg,window,338,45,1321,952
72,Screenshot-2024-06-14-at-9-47-50-PM-10-01-54-PM_png.rf.6ba1ae0cc9849a295ed91d2955b68e36.jpg,window,295,79,1746,996
73,Screenshot-2024-06-14-at-9-46-09-PM_png.rf.81f424abce2498e20a548b66a7c675ae.jpg,window,720,150,1742,1015
74,WhatsApp-Image-2024-06-14-at-21-02-58_jpeg.rf.791ee28ad503e8405b362058015e671d.jpg,window,62,54,1407,763
75,6_png.rf.735a19a12d19ae6fda5119b89133c42b.jpg,window,762,31,1900,919
76,Screenshot-2024-06-14-at-9-47-23-PM-10-01-54-PM_png.rf.7998b9dfcfb1e28a3b64160a3fef233a.jpg,window,706,120,1606,793
77,Screenshot-2024-06-14-at-9-47-50-PM-10-01-54-PM_png.rf.7c5470f52e8abeefd7c2e0c0a3885f58.jpg,window,295,79,1746,996
78,20_png.rf.84b4f4f9f644231ffd43baa70e5c9b61.jpg,window,0,0,1920,1016
79,WhatsApp-Image-2024-06-14-at-20-35-19_jpeg.rf.823ef87c673e70ce04aeec4a49236831.jpg,window,0,313,1306,1016
80,WhatsApp-Image-2024-06-14-at-21-14-28_jpeg.rf.7161461560b6e573cb8e2325f9e38942.jpg,window,2,1,1780,1019
81,Screenshot-2024-06-14-at-9-47-03-PM_png.rf.7b01825f762b1c224faf3000ea2edcb9.jpg,window,163,164,923,1012
82,Screenshot-2024-06-14-at-6-32-06-PM_png.rf.8aa5f7138780a8a2ca3ee52a2d75f22d.jpg,window,438,316,1290,1026
83,4_png.rf.85bf55638deaa8a5b2f987274b564f36.jpg,window,23,10,1156,904
84,1_png.rf.82375c04f44db793ecd932521e3e7277.jpg,window,661,0,1774,888
85,Screenshot-2024-06-15-at-5-41-07-PM_png.rf.795b534dc7d5e59c151d382cba4f659c.jpg,window,475,103,1450,847
86,Screenshot-2024-06-14-at-9-47-19-PM_png.rf.598a1d5a70ec009f0f05b7c2ca5b5d0a.jpg,window,234,186,1158,846
87,2_png.rf.76958718cf770a87ff1b3f3bfd8e9a31.jpg,window,26,93,1158,998
88,Screenshot-2024-06-14-at-9-47-21-PM_png.rf.8c75310d73c2e7727a06eccaa99ee92e.jpg,window,705,127,1624,787
89,WhatsApp-Image-2024-06-14-at-20-09-54_jpeg.rf.8746131e9f0e5b94c956201732420294.jpg,window,319,108,1667,918
90,WhatsApp-Image-2024-06-14-at-20-35-07_jpeg.rf.6ef710639d926924f31b048984de021b.jpg,window,649,1,1920,709
91,WhatsApp-Image-2024-06-14-at-21-16-28_jpeg.rf.71745a73fef266f89d1de3f9cb686293.jpg,window,2,2,1920,1025
92,Screenshot-2024-06-14-at-9-47-00-PM-10-01-54-PM_png.rf.7b42eee4de37ac19f1184fc0cc82ebae.jpg,window,452,119,1227,964
93,16_png.rf.908943c6d0466cf57f1bf4a04de20d78.jpg,window,2,1,1920,1008
94,Screenshot-2024-06-15-at-5-41-48-PM_png.rf.87f54c02cd85e80095a39d9d4fe8f662.jpg,window,406,49,1321,1029
95,Screenshot-2024-06-15-at-5-42-17-PM_png.rf.86598ad6ad0c19ba886e5c86ac488539.jpg,window,338,57,1165,995
96,Screenshot-2024-06-15-at-5-41-07-PM_png.rf.833bceea65f775b3605426922ac07f9d.jpg,window,475,103,1450,847
97,Screenshot-2024-06-14-at-9-46-42-PM_png.rf.8ad9b9fbc774ed0927cb1c6fb3c61ec7.jpg,window,793,268,1702,1002
98,Screenshot-2024-06-14-at-9-46-13-PM_png.rf.98f7b8d7c436e135462ca60a4dd12afa.jpg,window,990,28,1744,1008
99,19_png.rf.9ace6ac8af4595594e348878af0c71b1.jpg,window,965,0,1920,1026
100,Screenshot-2024-06-14-at-6-32-06-PM_png.rf.98f868405b3dc4f20745a7e4450b9af4.jpg,window,438,316,1290,1026
101,Screenshot-2024-06-14-at-9-47-21-PM_png.rf.a58210cbd124096b5ef2f9c77bc22097.jpg,window,705,127,1624,787
102,WhatsApp-Image-2024-06-14-at-20-37-28_jpeg.rf.96ee252088df4703de9f62c4c6342ac0.jpg,window,0,1,1302,1021
103,9_png.rf.a25a287aece47f584cd84de938ec6eb4.jpg,window,748,6,1864,888
104,7_png.rf.a7caf07ac7da1d940d75c8bdd349419d.jpg,window,9,3,1136,891
105,WhatsApp-Image-2024-06-14-at-21-02-22_jpeg.rf.a2ee2644871837598050eae49fb3d4eb.jpg,window,564,61,1920,769
106,Screenshot-2024-06-15-at-5-42-38-PM_png.rf.a4934503a85a58a30e2b5bce020d96ec.jpg,window,984,33,1795,1042
107,14_png.rf.accb478dd06dc92c8ab056bda83a7f2d.jpg,window,774,6,1895,1015
108,Screenshot-2024-06-14-at-6-32-06-PM_png.rf.b17d56595f03175dc0a4511b52f25617.jpg,window,438,316,1290,1026
109,WhatsApp-Image-2024-06-14-at-21-03-54_jpeg.rf.9c78e9e57815b19b5f48405452476a6d.jpg,window,57,49,1833,907
110,Screenshot-2024-06-14-at-9-47-08-PM-10-01-54-PM_png.rf.b1ab183c65fc5164398853e52be9967a.jpg,window,938,243,1710,908
111,Screenshot-2024-06-14-at-9-47-21-PM_png.rf.b3f826150632d04e61024d5835a38cde.jpg,window,705,127,1624,787
112,Screenshot-2024-06-15-at-5-41-26-PM_png.rf.a0c3b6aa370854a2020b15eae81a2a5f.jpg,window,707,96,1675,961
113,Screenshot-2024-06-15-at-5-41-59-PM_png.rf.a08da8581b262489e1ab2dcc376d71fa.jpg,window,746,52,1721,761
114,Screenshot-2024-06-14-at-9-47-11-PM_png.rf.9998cd415facd8806e0a8985262074e0.jpg,window,938,246,1707,912
115,Screenshot-2024-06-15-at-5-41-26-PM_png.rf.ad51ce25d517657ceefc89a8bd2f257f.jpg,window,707,96,1675,961
116,Screenshot-2024-06-14-at-9-47-11-PM_png.rf.9dbe1a8762537900a864bff96e5e2030.jpg,window,938,246,1707,912
117,WhatsApp-Image-2024-06-14-at-21-02-22_jpeg.rf.a36ce703ef668bb675c83c2e2ce99b9a.jpg,window,564,61,1920,769
118,Screenshot-2024-06-14-at-9-47-23-PM-10-01-54-PM_png.rf.a3acb3e78a9f92c76c59ba00958bda40.jpg,window,706,120,1606,793
119,Screenshot-2024-06-15-at-12-02-32-PM_png.rf.b71d6b3aa83c58c4721b6189e17109a9.jpg,window,148,78,1217,1006
120,Screenshot-2024-06-14-at-9-46-13-PM_png.rf.a4aae991c69c2159505339857d1b241f.jpg,window,990,28,1744,1008
121,Screenshot-2024-06-14-at-6-32-12-PM_png.rf.b9b61edc2724d96f7f0582a73bf39267.jpg,window,854,41,1697,1029
122,Screenshot-2024-06-14-at-9-46-46-PM_png.rf.b88c16216e7644c2ad05d67b68b82121.jpg,window,621,98,1535,849
123,Screenshot-2024-06-14-at-9-46-09-PM_png.rf.b6c27469e3e5588c7ee853b95bd61566.jpg,window,720,150,1742,1015
124,Screenshot-2024-06-15-at-5-42-38-PM_png.rf.9fe530a842e3ed8cb90af0c3f11fbd23.jpg,window,984,33,1795,1042
125,Screenshot-2024-06-14-at-9-46-42-PM_png.rf.9e7ac41045a7ceae22ff46d753262e37.jpg,window,793,268,1702,1002
126,Screenshot-2024-06-14-at-6-32-54-PM_png.rf.b82b72122862760ca71bf90e9ef87ee7.jpg,window,714,191,1587,986
127,Screenshot-2024-06-14-at-6-32-44-PM_png.rf.c3a89866ffd8684732b9a972641a1bb5.jpg,window,354,142,1585,944
128,Screenshot-2024-06-14-at-9-47-40-PM-10-01-54-PM_png.rf.c8cb44ad3959f156b4338eb0c2bbf7fb.jpg,window,209,164,1648,1032
129,WhatsApp-Image-2024-06-14-at-21-11-26_jpeg.rf.d522483028da163f34706f1a70c72fb8.jpg,window,77,98,1893,1009
130,WhatsApp-Image-2024-06-14-at-21-05-56_jpeg.rf.c9fe5b94324eceaee3956e3e6b016656.jpg,window,51,61,1839,901
131,19_png.rf.bb197d85aa31056b85d7237c4bd8700a.jpg,window,965,0,1920,1026
132,Screenshot-2024-06-14-at-9-47-08-PM-10-01-54-PM_png.rf.cbfa5b895927c37291ea959cf2f24e73.jpg,window,938,243,1710,908
133,16_png.rf.b5519567cb94c9357e60678d9c16ae52.jpg,window,2,1,1920,1008
134,13_png.rf.c550f367ecbd8ec12ca80cdc66dd94db.jpg,window,773,293,1899,998
135,WhatsApp-Image-2024-06-14-at-21-14-28_jpeg.rf.d4750e0882a294eb5e45570a91b573c4.jpg,window,2,1,1780,1019
136,WhatsApp-Image-2024-06-14-at-21-14-28_jpeg.rf.c6d07a9d3291f9e98ef510e496220d4e.jpg,window,2,1,1780,1019
137,WhatsApp-Image-2024-06-14-at-21-02-22_jpeg.rf.db4e9051f129c9a8620af45835e3d15f.jpg,window,564,61,1920,769
138,Screenshot-2024-06-15-at-5-41-48-PM_png.rf.c1c110b045bb245bbfae9acfcbadf966.jpg,window,406,49,1321,1029
139,20_png.rf.c700bf51c44ddf63092487d9d3f95aa5.jpg,window,0,0,1920,1016
140,Screenshot-2024-06-14-at-9-47-00-PM-10-01-54-PM_png.rf.d637aa0b77f21cb15c7625bc70c79fe5.jpg,window,452,119,1227,964
141,WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.bb5c1f106d946e95114b6e72f02b0924.jpg,window,309,112,1668,958
142,WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.bb5c1f106d946e95114b6e72f02b0924.jpg,window,303,115,1671,985
143,Screenshot-2024-06-15-at-5-43-07-PM_png.rf.ca0f1eda873ef1af6add89cc2ed442c0.jpg,window,525,119,1398,1053
144,Screenshot-2024-06-15-at-5-42-05-PM_png.rf.db1f5e481eeb0ec1b70fd9dfe7a5a67b.jpg,window,338,45,1321,952
145,Screenshot-2024-06-15-at-5-43-07-PM_png.rf.bdba528eb4ac324b1e0c2b06edd0c93f.jpg,window,525,119,1398,1053
146,Screenshot-2024-06-15-at-5-42-38-PM_png.rf.c446c3d0aea786835d3cc9d063fa1a18.jpg,window,984,33,1795,1042
147,WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.d7c5c84ef35d4b0421df66e289844531.jpg,window,309,112,1668,958
148,WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.d7c5c84ef35d4b0421df66e289844531.jpg,window,303,115,1671,985
149,WhatsApp-Image-2024-06-14-at-21-05-56_jpeg.rf.bfcdecedb5595b3121b8f3b7b8202d7e.jpg,window,51,61,1839,901
150,WhatsApp-Image-2024-06-14-at-20-35-19_jpeg.rf.c5f39e95ba47b2dddc4fc0a3ff635a24.jpg,window,0,313,1306,1016
151,12_png.rf.e42206e3aad3ce23e7dd4b50d4ae7931.jpg,window,21,288,1151,1009
152,Screenshot-2024-06-15-at-5-42-05-PM_png.rf.c9a0e4cf6b56c18224aaaad92de0d96f.jpg,window,338,45,1321,952
153,11_png.rf.e382e78a08079b7ea999737bf0f733d0.jpg,window,791,1,1920,706
154,Screenshot-2024-06-14-at-6-32-44-PM_png.rf.bb4699ebbf9250f97854bc78bbce205a.jpg,window,354,142,1585,944
155,3_png.rf.e163efcc73c4ba710127e8713947acf9.jpg,window,767,16,1896,924
156,12_png.rf.df008228dd9217fa8ed2d7e7dc15b124.jpg,window,21,288,1151,1009
157,15_png.rf.e41f7acd91e32bd0f9b1d50a5191e795.jpg,window,5,0,1911,1022
158,WhatsApp-Image-2024-06-14-at-20-35-07_jpeg.rf.dfebc4e8bea6fb87b3c21717054bbd05.jpg,window,649,1,1920,709
159,Screenshot-2024-06-15-at-12-02-32-PM_png.rf.dd73ac7319c3ce5e627a21e58124968a.jpg,window,148,78,1217,1006
160,Screenshot-2024-06-14-at-9-47-40-PM-10-01-54-PM_png.rf.df7c4f7bd50f69eca0de92d88c639e77.jpg,window,209,164,1648,1032
161,Screenshot-2024-06-15-at-5-42-17-PM_png.rf.e048366b69bed41c9752a3f4584e7f64.jpg,window,338,57,1165,995
162,Screenshot-2024-06-14-at-9-47-11-PM_png.rf.bb887de1801dff5bd94a0218165c8c3c.jpg,window,938,246,1707,912
163,3_png.rf.def439288d26395e7e7a7afe86c21c14.jpg,window,767,16,1896,924
164,WhatsApp-Image-2024-06-14-at-20-09-54_jpeg.rf.ec53166b7e4160b04cd3cf5c4b3befc4.jpg,window,319,108,1667,918
165,Screenshot-2024-06-14-at-6-31-59-PM_png.rf.ec97294eb56ecd6e535d6fcc629cd67a.jpg,window,163,315,1016,1017
166,Screenshot-2024-06-14-at-9-47-19-PM_png.rf.e7ecc51d90397334f26c1bc269071ff1.jpg,window,234,186,1158,846
167,WhatsApp-Image-2024-06-14-at-20-35-19_jpeg.rf.e53cdc2832feec9392b88a0943d6f24f.jpg,window,0,313,1306,1016
168,15_png.rf.e8f562c88ffffef8863557a583746495.jpg,window,5,0,1911,1022
169,1_png.rf.f42e748c56cd2f2c2d0a58c5d235ed56.jpg,window,661,0,1774,888
170,18_png.rf.e64d5ea8bc83a8089c91b6e4a06acba6.jpg,window,12,1,1139,712
171,2_png.rf.e0009a4e9b4fe2f142388d58330679e2.jpg,window,26,93,1158,998
172,4_png.rf.ea8fe2c984458f61e42fcd3c4faa7d16.jpg,window,23,10,1156,904
173,17_png.rf.f5cd1e22e87b4fff5d16f29e0e452a7c.jpg,window,545,121,1675,829
174,Screenshot-2024-06-15-at-5-41-07-PM_png.rf.ee6908fb5b9c9885aa67db2fc895dc04.jpg,window,475,103,1450,847
175,9_png.rf.f4622e03c7dc71c2c6a0afd469769467.jpg,window,748,6,1864,888
176,WhatsApp-Image-2024-06-14-at-21-02-58_jpeg.rf.e88190435a4ba24793174f3bbe0d3085.jpg,window,62,54,1407,763
177,Screenshot-2024-06-15-at-5-42-17-PM_png.rf.f27c857714e30c1b7c4e41b9bec7dcb0.jpg,window,338,57,1165,995
178,Screenshot-2024-06-14-at-6-32-12-PM_png.rf.ef934a50978f09e45122e6ad71b99ed5.jpg,window,854,41,1697,1029
179,Screenshot-2024-06-14-at-9-47-18-PM-10-01-54-PM_png.rf.e4e265d2ede20f83cd9b8acda8589a1f.jpg,window,241,334,1171,1005
180,17_png.rf.f016d751e9e9a774acdad9f550e60960.jpg,window,545,121,1675,829
181,Screenshot-2024-06-14-at-6-32-54-PM_png.rf.ed8781067f323e43c5274965c1a19e32.jpg,window,714,191,1587,986
182,Screenshot-2024-06-14-at-6-32-59-PM_png.rf.f41bc4183f2efb1c14d7e4a816a633d6.jpg,window,180,106,1059,914
183,6_png.rf.f62c366b6d8c9b73c0572d503090b294.jpg,window,762,31,1900,919
