filename,width,height,class,xmin,ymin,xmax,ymax
16_png.rf.908943c6d0466cf57f1bf4a04de20d78.jpg,1920,1080,window,2,1,1920,1008
Screenshot-2024-06-15-at-5-41-48-PM_png.rf.87f54c02cd85e80095a39d9d4fe8f662.jpg,1920,1080,window,406,49,1321,1029
Screenshot-2024-06-15-at-5-42-17-PM_png.rf.86598ad6ad0c19ba886e5c86ac488539.jpg,1920,1080,window,338,57,1165,995
Screenshot-2024-06-15-at-5-41-07-PM_png.rf.833bceea65f775b3605426922ac07f9d.jpg,1920,1080,window,475,103,1450,847
Screenshot-2024-06-14-at-9-46-42-PM_png.rf.8ad9b9fbc774ed0927cb1c6fb3c61ec7.jpg,1920,1080,window,793,268,1702,1002
Screenshot-2024-06-14-at-9-46-13-PM_png.rf.98f7b8d7c436e135462ca60a4dd12afa.jpg,1920,1080,window,990,28,1744,1008
19_png.rf.9ace6ac8af4595594e348878af0c71b1.jpg,1920,1080,window,965,0,1920,1026
Screenshot-2024-06-14-at-6-32-06-PM_png.rf.98f868405b3dc4f20745a7e4450b9af4.jpg,1920,1080,window,438,316,1290,1026
Screenshot-2024-06-14-at-9-47-21-PM_png.rf.a58210cbd124096b5ef2f9c77bc22097.jpg,1920,1080,window,705,127,1624,787
WhatsApp-Image-2024-06-14-at-20-37-28_jpeg.rf.96ee252088df4703de9f62c4c6342ac0.jpg,1920,1080,window,0,1,1302,1021
9_png.rf.a25a287aece47f584cd84de938ec6eb4.jpg,1920,1080,window,748,6,1864,888
7_png.rf.a7caf07ac7da1d940d75c8bdd349419d.jpg,1920,1080,window,9,3,1136,891
WhatsApp-Image-2024-06-14-at-21-02-22_jpeg.rf.a2ee2644871837598050eae49fb3d4eb.jpg,1920,1080,window,564,61,1920,769
Screenshot-2024-06-15-at-5-42-38-PM_png.rf.a4934503a85a58a30e2b5bce020d96ec.jpg,1920,1080,window,984,33,1795,1042
14_png.rf.accb478dd06dc92c8ab056bda83a7f2d.jpg,1920,1080,window,774,6,1895,1015
Screenshot-2024-06-14-at-6-32-06-PM_png.rf.b17d56595f03175dc0a4511b52f25617.jpg,1920,1080,window,438,316,1290,1026
WhatsApp-Image-2024-06-14-at-21-03-54_jpeg.rf.9c78e9e57815b19b5f48405452476a6d.jpg,1920,1080,window,57,49,1833,907
Screenshot-2024-06-14-at-9-47-08-PM-10-01-54-PM_png.rf.b1ab183c65fc5164398853e52be9967a.jpg,1920,1080,window,938,243,1710,908
Screenshot-2024-06-14-at-9-47-21-PM_png.rf.b3f826150632d04e61024d5835a38cde.jpg,1920,1080,window,705,127,1624,787
Screenshot-2024-06-15-at-5-41-26-PM_png.rf.a0c3b6aa370854a2020b15eae81a2a5f.jpg,1920,1080,window,707,96,1675,961
Screenshot-2024-06-15-at-5-41-59-PM_png.rf.a08da8581b262489e1ab2dcc376d71fa.jpg,1920,1080,window,746,52,1721,761
Screenshot-2024-06-14-at-9-47-11-PM_png.rf.9998cd415facd8806e0a8985262074e0.jpg,1920,1080,window,938,246,1707,912
Screenshot-2024-06-15-at-5-41-26-PM_png.rf.ad51ce25d517657ceefc89a8bd2f257f.jpg,1920,1080,window,707,96,1675,961
Screenshot-2024-06-14-at-9-47-11-PM_png.rf.9dbe1a8762537900a864bff96e5e2030.jpg,1920,1080,window,938,246,1707,912
WhatsApp-Image-2024-06-14-at-21-02-22_jpeg.rf.a36ce703ef668bb675c83c2e2ce99b9a.jpg,1920,1080,window,564,61,1920,769
Screenshot-2024-06-14-at-9-47-23-PM-10-01-54-PM_png.rf.a3acb3e78a9f92c76c59ba00958bda40.jpg,1920,1080,window,706,120,1606,793
Screenshot-2024-06-15-at-12-02-32-PM_png.rf.b71d6b3aa83c58c4721b6189e17109a9.jpg,1920,1080,window,148,78,1217,1006
Screenshot-2024-06-14-at-9-46-13-PM_png.rf.a4aae991c69c2159505339857d1b241f.jpg,1920,1080,window,990,28,1744,1008
Screenshot-2024-06-14-at-6-32-12-PM_png.rf.b9b61edc2724d96f7f0582a73bf39267.jpg,1920,1080,window,854,41,1697,1029
Screenshot-2024-06-14-at-9-46-46-PM_png.rf.b88c16216e7644c2ad05d67b68b82121.jpg,1920,1080,window,621,98,1535,849
Screenshot-2024-06-14-at-9-46-09-PM_png.rf.b6c27469e3e5588c7ee853b95bd61566.jpg,1920,1080,window,720,150,1742,1015
Screenshot-2024-06-15-at-5-42-38-PM_png.rf.9fe530a842e3ed8cb90af0c3f11fbd23.jpg,1920,1080,window,984,33,1795,1042
Screenshot-2024-06-14-at-9-46-42-PM_png.rf.9e7ac41045a7ceae22ff46d753262e37.jpg,1920,1080,window,793,268,1702,1002
Screenshot-2024-06-14-at-6-32-54-PM_png.rf.b82b72122862760ca71bf90e9ef87ee7.jpg,1920,1080,window,714,191,1587,986
Screenshot-2024-06-14-at-6-32-44-PM_png.rf.c3a89866ffd8684732b9a972641a1bb5.jpg,1920,1080,window,354,142,1585,944
Screenshot-2024-06-14-at-9-47-40-PM-10-01-54-PM_png.rf.c8cb44ad3959f156b4338eb0c2bbf7fb.jpg,1920,1080,window,209,164,1648,1032
WhatsApp-Image-2024-06-14-at-21-11-26_jpeg.rf.d522483028da163f34706f1a70c72fb8.jpg,1920,1080,window,77,98,1893,1009
WhatsApp-Image-2024-06-14-at-21-05-56_jpeg.rf.c9fe5b94324eceaee3956e3e6b016656.jpg,1920,1080,window,51,61,1839,901
19_png.rf.bb197d85aa31056b85d7237c4bd8700a.jpg,1920,1080,window,965,0,1920,1026
Screenshot-2024-06-14-at-9-47-08-PM-10-01-54-PM_png.rf.cbfa5b895927c37291ea959cf2f24e73.jpg,1920,1080,window,938,243,1710,908
16_png.rf.b5519567cb94c9357e60678d9c16ae52.jpg,1920,1080,window,2,1,1920,1008
13_png.rf.c550f367ecbd8ec12ca80cdc66dd94db.jpg,1920,1080,window,773,293,1899,998
WhatsApp-Image-2024-06-14-at-21-14-28_jpeg.rf.d4750e0882a294eb5e45570a91b573c4.jpg,1920,1080,window,2,1,1780,1019
WhatsApp-Image-2024-06-14-at-21-14-28_jpeg.rf.c6d07a9d3291f9e98ef510e496220d4e.jpg,1920,1080,window,2,1,1780,1019
WhatsApp-Image-2024-06-14-at-21-02-22_jpeg.rf.db4e9051f129c9a8620af45835e3d15f.jpg,1920,1080,window,564,61,1920,769
Screenshot-2024-06-15-at-5-41-48-PM_png.rf.c1c110b045bb245bbfae9acfcbadf966.jpg,1920,1080,window,406,49,1321,1029
20_png.rf.c700bf51c44ddf63092487d9d3f95aa5.jpg,1920,1080,window,0,0,1920,1016
Screenshot-2024-06-14-at-9-47-00-PM-10-01-54-PM_png.rf.d637aa0b77f21cb15c7625bc70c79fe5.jpg,1920,1080,window,452,119,1227,964
WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.bb5c1f106d946e95114b6e72f02b0924.jpg,1920,1080,window,309,112,1668,958
WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.bb5c1f106d946e95114b6e72f02b0924.jpg,1920,1080,window,303,115,1671,985
Screenshot-2024-06-15-at-5-43-07-PM_png.rf.ca0f1eda873ef1af6add89cc2ed442c0.jpg,1920,1080,window,525,119,1398,1053
Screenshot-2024-06-15-at-5-42-05-PM_png.rf.db1f5e481eeb0ec1b70fd9dfe7a5a67b.jpg,1920,1080,window,338,45,1321,952
Screenshot-2024-06-15-at-5-43-07-PM_png.rf.bdba528eb4ac324b1e0c2b06edd0c93f.jpg,1920,1080,window,525,119,1398,1053
Screenshot-2024-06-15-at-5-42-38-PM_png.rf.c446c3d0aea786835d3cc9d063fa1a18.jpg,1920,1080,window,984,33,1795,1042
WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.d7c5c84ef35d4b0421df66e289844531.jpg,1920,1080,window,309,112,1668,958
WhatsApp-Image-2024-06-14-at-20-25-53_jpeg.rf.d7c5c84ef35d4b0421df66e289844531.jpg,1920,1080,window,303,115,1671,985
WhatsApp-Image-2024-06-14-at-21-05-56_jpeg.rf.bfcdecedb5595b3121b8f3b7b8202d7e.jpg,1920,1080,window,51,61,1839,901
WhatsApp-Image-2024-06-14-at-20-35-19_jpeg.rf.c5f39e95ba47b2dddc4fc0a3ff635a24.jpg,1920,1080,window,0,313,1306,1016
12_png.rf.e42206e3aad3ce23e7dd4b50d4ae7931.jpg,1920,1080,window,21,288,1151,1009
Screenshot-2024-06-15-at-5-42-05-PM_png.rf.c9a0e4cf6b56c18224aaaad92de0d96f.jpg,1920,1080,window,338,45,1321,952
11_png.rf.e382e78a08079b7ea999737bf0f733d0.jpg,1920,1080,window,791,1,1920,706
Screenshot-2024-06-14-at-6-32-44-PM_png.rf.bb4699ebbf9250f97854bc78bbce205a.jpg,1920,1080,window,354,142,1585,944
3_png.rf.e163efcc73c4ba710127e8713947acf9.jpg,1920,1080,window,767,16,1896,924
12_png.rf.df008228dd9217fa8ed2d7e7dc15b124.jpg,1920,1080,window,21,288,1151,1009
15_png.rf.e41f7acd91e32bd0f9b1d50a5191e795.jpg,1920,1080,window,5,0,1911,1022
WhatsApp-Image-2024-06-14-at-20-35-07_jpeg.rf.dfebc4e8bea6fb87b3c21717054bbd05.jpg,1920,1080,window,649,1,1920,709
Screenshot-2024-06-15-at-12-02-32-PM_png.rf.dd73ac7319c3ce5e627a21e58124968a.jpg,1920,1080,window,148,78,1217,1006
Screenshot-2024-06-14-at-9-47-40-PM-10-01-54-PM_png.rf.df7c4f7bd50f69eca0de92d88c639e77.jpg,1920,1080,window,209,164,1648,1032
Screenshot-2024-06-15-at-5-42-17-PM_png.rf.e048366b69bed41c9752a3f4584e7f64.jpg,1920,1080,window,338,57,1165,995
Screenshot-2024-06-14-at-9-47-11-PM_png.rf.bb887de1801dff5bd94a0218165c8c3c.jpg,1920,1080,window,938,246,1707,912
3_png.rf.def439288d26395e7e7a7afe86c21c14.jpg,1920,1080,window,767,16,1896,924
WhatsApp-Image-2024-06-14-at-20-09-54_jpeg.rf.ec53166b7e4160b04cd3cf5c4b3befc4.jpg,1920,1080,window,319,108,1667,918
Screenshot-2024-06-14-at-6-31-59-PM_png.rf.ec97294eb56ecd6e535d6fcc629cd67a.jpg,1920,1080,window,163,315,1016,1017
Screenshot-2024-06-14-at-9-47-19-PM_png.rf.e7ecc51d90397334f26c1bc269071ff1.jpg,1920,1080,window,234,186,1158,846
WhatsApp-Image-2024-06-14-at-20-35-19_jpeg.rf.e53cdc2832feec9392b88a0943d6f24f.jpg,1920,1080,window,0,313,1306,1016
15_png.rf.e8f562c88ffffef8863557a583746495.jpg,1920,1080,window,5,0,1911,1022
1_png.rf.f42e748c56cd2f2c2d0a58c5d235ed56.jpg,1920,1080,window,661,0,1774,888
18_png.rf.e64d5ea8bc83a8089c91b6e4a06acba6.jpg,1920,1080,window,12,1,1139,712
2_png.rf.e0009a4e9b4fe2f142388d58330679e2.jpg,1920,1080,window,26,93,1158,998
4_png.rf.ea8fe2c984458f61e42fcd3c4faa7d16.jpg,1920,1080,window,23,10,1156,904
17_png.rf.f5cd1e22e87b4fff5d16f29e0e452a7c.jpg,1920,1080,window,545,121,1675,829
Screenshot-2024-06-15-at-5-41-07-PM_png.rf.ee6908fb5b9c9885aa67db2fc895dc04.jpg,1920,1080,window,475,103,1450,847
9_png.rf.f4622e03c7dc71c2c6a0afd469769467.jpg,1920,1080,window,748,6,1864,888
WhatsApp-Image-2024-06-14-at-21-02-58_jpeg.rf.e88190435a4ba24793174f3bbe0d3085.jpg,1920,1080,window,62,54,1407,763
Screenshot-2024-06-15-at-5-42-17-PM_png.rf.f27c857714e30c1b7c4e41b9bec7dcb0.jpg,1920,1080,window,338,57,1165,995
Screenshot-2024-06-14-at-6-32-12-PM_png.rf.ef934a50978f09e45122e6ad71b99ed5.jpg,1920,1080,window,854,41,1697,1029
Screenshot-2024-06-14-at-9-47-18-PM-10-01-54-PM_png.rf.e4e265d2ede20f83cd9b8acda8589a1f.jpg,1920,1080,window,241,334,1171,1005
17_png.rf.f016d751e9e9a774acdad9f550e60960.jpg,1920,1080,window,545,121,1675,829
Screenshot-2024-06-14-at-6-32-54-PM_png.rf.ed8781067f323e43c5274965c1a19e32.jpg,1920,1080,window,714,191,1587,986
Screenshot-2024-06-14-at-6-32-59-PM_png.rf.f41bc4183f2efb1c14d7e4a816a633d6.jpg,1920,1080,window,180,106,1059,914
6_png.rf.f62c366b6d8c9b73c0572d503090b294.jpg,1920,1080,window,762,31,1900,919
